$$$detamin, detamax, ptmin, ptmax, dummy, dummy, F_0, ..., F_7, F: A_i=F_i/F 
0         0.4       0         20        0         1          560.628    -38.4173   137.966    -11.6585   -44.3958   -3.98952   9.26675    -10.9793   1491.15   
0         0.4       20        30        0         1          1456.41    -252.17    788.112    125.023    -708.755   -23.3138   30.7795    -103.131   4402.2    
0         0.4       30        40        0         1          3614.31    -843.381   2680.2     189.601    -2419.43   -37.7949   22.2038    -116.295   9955.11   
0         0.4       40        300       0         1          21904.5    -4240.76   18709.7    -912.107   -6053.27   -134.888   84.686     -30.4683   34475.7   
0.4       0.8       0         20        0         1          576.532    -44.8807   111.15     27.3272    -129.149   1.85635    -1.29347   -6.05632   1597.77   
0.4       0.8       20        30        0         1          1909.27    -306.166   761.394    135.792    -930.398   -4.63891   4.93955    -17.6389   4564.81   
0.4       0.8       30        40        0         1          4344.47    -880.273   2764.89    134.094    -2820.45   23.0366    53.3907    -45.1084   9927.69   
0.4       0.8       40        300       0         1          20717.6    -3803.16   17245.7    -1401.76   -6590.2    -58.2159   34.6624    207.124    32215.3   
0.8       1.2       0         20        0         1          785.527    -70.5988   82.25      41.5042    -249.755   5.44692    13.2142    2.82953    1775.41   
0.8       1.2       20        30        0         1          2357.94    -330.373   873.551    94.2951    -1320.19   17.3237    -23.214    21.0396    4745.55   
0.8       1.2       30        40        0         1          4468.22    -729.528   2730.44    -41.1314   -3425.04   -44.1056   34.9508    120.224    9674.2    
0.8       1.2       40        300       0         1          17627.3    -2892.63   15204.3    -2118.85   -7302.68   16.2688    -107.241   460.075    28232.5   
1.2       1.6       0         20        0         1          1111.54    -88.4196   101.869    83.8711    -470.623   -14.1173   -14.7654   12.5797    1996.25   
1.2       1.6       20        30        0         1          2268.99    -284.363   811.617    69.8524    -1803.31   12.0305    -3.8243    56.3061    4823.39   
1.2       1.6       30        40        0         1          3495.15    -565.087   2510.02    -290.12    -3863.04   -17.4381   -67.6602   261.391    8932.15   
1.2       1.6       40        300       0         1          13797.9    -1920.92   12048.2    -2512.7    -7417.54   -16.3455   -77.5391   635.711    23276.9   
1.6       2         0         20        0         1          1198.56    -82.6484   137.64     42.744     -735.915   -10.337    1.68939    16.0638    2202.08   
1.6       2         20        30        0         1          1578.34    -258.296   755.852    -125.525   -2277.14   -0.0075259 -38.1891   106.86     4667.76   
1.6       2         30        40        0         1          2642.11    -445.044   2206.99    -502.688   -3948.11   42.6924    -89.1026   293.208    7806.14   
1.6       2         40        300       0         1          10228.7    -1136.55   8921.61    -2531.14   -7099.57   -16.1482   -264.806   700.708    18253.9   
2         2.4       0         20        0         1          1033.64    -129.98    91.5902    1.31559    -1042.69   -5.39478   -16.8441   25.0228    2324.87   
2         2.4       20        30        0         1          1244.46    -156.877   755.088    -240.434   -2384.26   17.6706    -64.6127   112.982    4264.94   
2         2.4       30        40        0         1          2170.52    -231.975   1886.32    -613.976   -3686.1    -26.444    -111.599   314.604    6517.03   
2         2.4       40        300       0         1          7077.82    -584.495   5996.74    -2147.1    -6359.26   15.9283    -156.686   637.549    13699     
2.4       2.8       0         20        0         1          887.259    -81.5723   138.181    -44.5772   -1199.61   9.20777    -17.9918   23.7529    2316.77   
2.4       2.8       20        30        0         1          1036.11    -95.5777   570.117    -292.809   -2375.66   -8.23937   -66.5798   181.622    3794.8    
2.4       2.8       30        40        0         1          1627.3     -112.833   1294.71    -579.342   -3292.31   -15.4479   -98.8518   315.277    5248.31   
2.4       2.8       40        300       0         1          4696.39    -239.041   3924.8     -1650.97   -5258.39   -9.30891   -90.7439   522.734    9911.8    
2.8       3.2       0         20        0         1          796.879    -54.9993   113.227    -92.587    -1282.66   -6.4061    -6.03745   54.7245    2235.8    
2.8       3.2       20        30        0         1          875.664    -30.376    434.59     -304.485   -2230.36   20.4736    -50.3541   171.375    3307.97   
2.8       3.2       30        40        0         1          1122.55    -41.8453   832.83     -473.549   -2881.55   -35.654    -61.7618   219.206    4132.15   
2.8       3.2       40        300       0         1          2948.99    -136.392   2402.77    -1201.51   -4159.76   -27.896    -99.826    348.772    6948.56   
3.2       3.6       0         20        0         1          712.716    -25.6589   91.2644    -130.469   -1346.59   1.88431    4.94581    42.984     2121.05   
3.2       3.6       20        30        0         1          581.407    -24.6418   356.211    -278.788   -2119.62   1.76766    -26.1878   126.367    2830.2    
3.2       3.6       30        40        0         1          697.492    2.61722    525.871    -360.089   -2353.25   10.9447    -39.347    164.081    3112.86   
3.2       3.6       40        300       0         1          1780.59    -47.2643   1458.19    -829.196   -3115.6    31.9032    -45.0118   217.75     4698.78   
3.6       4         0         20        0         1          2183.39    223.298    46.2685    -1029.66   -11278.5   -2.2063    31.0534    101.925    12489.3   
3.6       4         20        30        0         1          1046.29    46.0302    404.051    -961.88    -8997.93   38.7966    -75.1406   207.595    9347.76   
3.6       4         30        40        0         1          1076.88    72.9219    666.509    -862.869   -6672.2    21.8443    -74.2798   224.875    7195.98   
3.6       4         40        300       0         1          2870.39    60.1386    2057.42    -1512.5    -6869.76   24.7382    -65.6172   319.754    8483.13   
